,ID,Name,State,avg_temp,max_temp,min_temp,precipitation,fips
1610,MT-091,Sheridan County,Montana,40,52.8,27.3,61.51,30019
1611,MT-093,Silver Bow County,Montana,40.5,52,29,86.58,30021
1612,MT-095,Stillwater County,Montana,42.8,54.8,30.9,98.54,30023
1613,MT-097,Sweet Grass County,Montana,42.5,54.2,30.8,100.09,30025
1614,MT-099,Teton County,Montana,41.7,53.8,29.7,86.64,30027
1615,MT-101,Toole County,Montana,41.7,54.5,28.9,60.5,30029
1616,MT-103,Treasure County,Montana,45.4,58.7,32,74.41,30031
1617,MT-105,Valley County,Montana,41.2,53.5,28.8,53.04,30033
1618,MT-107,Wheatland County,Montana,42.6,55.4,29.8,79.45,30035
1619,MT-109,Wibaux County,Montana,43.1,55.6,30.6,70.31,30037
1620,MT-111,Yellowstone County,Montana,45.8,58.3,33.4,77.28,30039
1621,NE-001,Adams County,Nebraska,51.3,63,39.6,145.07,30041
1622,NE-003,Antelope County,Nebraska,48.3,59.4,37.3,137.88,30043
1623,NE-005,Arthur County,Nebraska,48.7,61.8,35.6,103.09,30045
1624,NE-007,Banner County,Nebraska,48.3,62.5,34.1,83.46,30047
1625,NE-009,Blaine County,Nebraska,48.8,61.7,35.9,145.09,30049
1626,NE-011,Boone County,Nebraska,49.1,60.2,38,137.33,30051
1627,NE-013,Box Butte County,Nebraska,47.3,61.2,33.4,85.37,30053
1628,NE-015,Boyd County,Nebraska,48.5,59.8,37.2,135.93,30055
1629,NE-017,Brown County,Nebraska,48.7,61.5,35.9,136.1,30057
1630,NE-019,Buffalo County,Nebraska,50.4,62.6,38.3,140.89,30059
1631,NE-021,Burt County,Nebraska,49.7,60.4,39,157.03,30061
1632,NE-023,Butler County,Nebraska,50.2,61,39.3,157.55,30063
1633,NE-025,Cass County,Nebraska,51.4,62,40.8,169.29,30065
1634,NE-027,Cedar County,Nebraska,48.1,58.9,37.3,137.64,30067
1635,NE-029,Chase County,Nebraska,51.3,65.6,36.9,84.05,30069
1636,NE-031,Cherry County,Nebraska,48.1,61.1,35,121.85,30071
1637,NE-033,Cheyenne County,Nebraska,49,63.1,34.9,83.21,30073
1638,NE-035,Clay County,Nebraska,51.5,62.9,40.2,144.2,30075
1639,NE-037,Colfax County,Nebraska,50.2,61.2,39.2,145.04,30077
1640,NE-039,Cuming County,Nebraska,49.2,60.1,38.2,150.09,30079
1641,NE-041,Custer County,Nebraska,49.1,61.8,36.3,135.16,30081
1642,NE-043,Dakota County,Nebraska,48.5,59.5,37.5,141.91,30083
1643,NE-045,Dawes County,Nebraska,47.9,61.2,34.6,80.14,30085
1644,NE-047,Dawson County,Nebraska,50.2,63.1,37.3,121.79,30087
1645,NE-049,Deuel County,Nebraska,49.6,63.4,35.8,94.03,30089
1646,NE-051,Dixon County,Nebraska,48,58.8,37.1,134.76,30091
1647,NE-053,Dodge County,Nebraska,50.4,61.1,39.7,158.68,30093
1648,NE-055,Douglas County,Nebraska,51.4,61.7,41,165.7,30095
1649,NE-057,Dundy County,Nebraska,52,66.3,37.7,81.87,30097
1650,NE-059,Fillmore County,Nebraska,51.4,62.6,40.2,147.19,30099
1651,NE-061,Franklin County,Nebraska,52.1,64.4,39.8,138.34,30101
1652,NE-063,Frontier County,Nebraska,51.1,64.8,37.5,112.61,30103
1653,NE-065,Furnas County,Nebraska,51.7,65.3,38,124.59,30105
1654,NE-067,Gage County,Nebraska,52,63.3,40.6,163.85,30107
1655,NE-069,Garden County,Nebraska,48.5,62.3,34.7,93.64,30109
1656,NE-071,Garfield County,Nebraska,48.3,60.3,36.4,144.83,30111
1657,NE-073,Gosper County,Nebraska,50.9,63.8,37.9,118.99,31001
1658,NE-075,Grant County,Nebraska,47.6,61,34.1,109.34,31003
1659,NE-077,Greeley County,Nebraska,49.1,60.6,37.5,141.64,31005
1660,NE-079,Hall County,Nebraska,50.9,62.6,39.2,148.38,31007
1661,NE-081,Hamilton County,Nebraska,51.2,62.4,39.9,152.35,31009
1662,NE-083,Harlan County,Nebraska,52.1,64.8,39.4,132,31011
1663,NE-085,Hayes County,Nebraska,50.9,64.7,37.1,100.35,31013
1664,NE-087,Hitchcock County,Nebraska,52,66.1,37.9,95.27,31015
1665,NE-089,Holt County,Nebraska,48.1,59.8,36.4,140.48,31017
1666,NE-091,Hooker County,Nebraska,47.8,61.2,34.4,125.87,31019
1667,NE-093,Howard County,Nebraska,50.3,62,38.5,146.93,31021
1668,NE-095,Jefferson County,Nebraska,52.4,63.7,41,159.52,31023
1669,NE-097,Johnson County,Nebraska,51.8,62.8,40.9,163.46,31025
1670,NE-099,Kearney County,Nebraska,51,62.8,39.2,139.31,31027
1671,NE-101,Keith County,Nebraska,50,63.1,36.9,97.5,31029
1672,NE-103,Keya Paha County,Nebraska,48.4,61.1,35.8,129.81,31031
1673,NE-105,Kimball County,Nebraska,47.7,62.4,33,80.27,31033
1674,NE-107,Knox County,Nebraska,48.5,59.6,37.4,137.67,31035
1675,NE-109,Lancaster County,Nebraska,51.5,62.6,40.5,167.86,31037
1676,NE-111,Lincoln County,Nebraska,49.9,63.3,36.4,114.19,31039
1677,NE-113,Logan County,Nebraska,48.7,61.8,35.6,132.18,31041
1678,NE-115,Loup County,Nebraska,48.5,60.8,36.1,139.2,31043
1679,NE-117,McPherson County,Nebraska,48.5,61.7,35.4,116.33,31045
1680,NE-119,Madison County,Nebraska,49,60,37.9,136.51,31047
1681,NE-121,Merrick County,Nebraska,50.9,62.4,39.4,152.19,31049
1682,NE-123,Morrill County,Nebraska,48.8,62.9,34.7,82.39,31051
1683,NE-125,Nance County,Nebraska,50.2,61.5,38.8,144.36,31053
1684,NE-127,Nemaha County,Nebraska,52.4,63.2,41.5,164.79,31055
1685,NE-129,Nuckolls County,Nebraska,52.1,63.9,40.4,145.49,31057
1686,NE-131,Otoe County,Nebraska,51.6,62.4,40.9,166.89,31059
1687,NE-133,Pawnee County,Nebraska,52.3,63.5,41.1,163.57,31061
1688,NE-135,Perkins County,Nebraska,50.3,63.9,36.6,94.43,31063
1689,NE-137,Phelps County,Nebraska,50.9,63.2,38.6,129.49,31065
1690,NE-139,Pierce County,Nebraska,48.3,59.3,37.3,138.82,31067
1691,NE-141,Platte County,Nebraska,49.9,61.1,38.8,143.48,31069
1692,NE-143,Polk County,Nebraska,50.6,61.8,39.3,156.04,31071
1693,NE-145,Red Willow County,Nebraska,52.2,66.2,38.1,104.04,31073
1694,NE-147,Richardson County,Nebraska,53.1,64.1,42.1,165.25,31075
1695,NE-149,Rock County,Nebraska,48.1,60.5,35.8,138.8,31077
1696,NE-151,Saline County,Nebraska,51.3,62.7,40,159.57,31079
1697,NE-153,Sarpy County,Nebraska,51.5,62,41,166.58,31081
1698,NE-155,Saunders County,Nebraska,51.1,61.7,40.6,164.5,31083
1699,NE-157,Scotts Bluff County,Nebraska,49.1,63.9,34.2,71.9,31085
1700,NE-159,Seward County,Nebraska,50.6,61.7,39.5,158.21,31087
1701,NE-161,Sheridan County,Nebraska,47.2,60.4,34.1,94.57,31089
1702,NE-163,Sherman County,Nebraska,49.8,62,37.7,137.92,31091
1703,NE-165,Sioux County,Nebraska,46.5,60.8,32.3,76.59,31093
1704,NE-167,Stanton County,Nebraska,49.2,60.3,38.1,140.28,31095
1705,NE-169,Thayer County,Nebraska,52.3,63.8,40.8,149.51,31097
1706,NE-171,Thomas County,Nebraska,48.6,61.7,35.4,147.14,31099
1707,NE-173,Thurston County,Nebraska,48.7,59.5,37.9,148.11,31101
1708,NE-175,Valley County,Nebraska,49,61,37,142.58,31103
1709,NE-177,Washington County,Nebraska,50.7,61,40.4,165.03,31105
1710,NE-179,Wayne County,Nebraska,48.3,59.4,37.3,138.7,31107
1711,NE-181,Webster County,Nebraska,52,64.3,39.7,143.32,31109
1712,NE-183,Wheeler County,Nebraska,48.6,60.3,37,142.82,31111
1713,NE-185,York County,Nebraska,50.8,62,39.6,153.7,31113
1714,NV-001,Churchill County,Nevada,52.3,67.8,36.8,28.72,31115
1715,NV-003,Clark County,Nevada,65.8,77.6,54,30.86,31117
1716,NV-005,Douglas County,Nevada,50,63.2,36.7,75.23,31119
1717,NV-007,Elko County,Nevada,46.2,59.8,32.5,65.16,31121
1718,NV-009,Esmeralda County,Nevada,54.6,68.8,40.5,22.12,31123
1719,NV-011,Eureka County,Nevada,47.4,62.3,32.4,53.93,31125
1720,NV-013,Humboldt County,Nevada,50.3,63.5,37,54.01,31127
1721,NV-015,Lander County,Nevada,49.3,63.7,35,48.88,31129
1722,NV-017,Lincoln County,Nevada,56.3,69.6,43,44.49,31131
1723,NV-019,Lyon County,Nevada,52.4,67,37.7,37.35,31133
1724,NV-021,Mineral County,Nevada,51.9,66.5,37.4,28.48,31135
1725,NV-023,Nye County,Nevada,53.4,67.6,39.2,31.32,31137
1726,NV-027,Pershing County,Nevada,51.6,65.6,37.7,43.33,31139
1727,NV-029,Storey County,Nevada,51.8,63.9,39.7,52.72,31141
1728,NV-031,Washoe County,Nevada,50.2,63.1,37.4,57.32,31143
1729,NV-033,White Pine County,Nevada,47.3,61.3,33.2,55.05,31145
1730,NV-510,Carson City,Nevada,51.2,64.4,38,63.85,31147
1731,NH-001,Belknap County,New Hampshire,46,56.3,35.7,239.43,31149
1732,NH-003,Carroll County,New Hampshire,44.3,55.1,33.5,254.25,31151
1733,NH-005,Cheshire County,New Hampshire,46.6,56.8,36.4,251.95,31153
1734,NH-007,Coos County,New Hampshire,40.6,51.1,30.1,231.75,31155
1735,NH-009,Grafton County,New Hampshire,43.1,53.8,32.4,233.46,31157
1736,NH-011,Hillsborough County,New Hampshire,48,58.3,37.8,249.93,31159
1737,NH-013,Merrimack County,New Hampshire,46.5,56.8,36.3,236.67,31161
1738,NH-015,Rockingham County,New Hampshire,48.5,58.5,38.6,240.29,31163
1739,NH-017,Strafford County,New Hampshire,46.8,56.9,36.7,234.22,31165
1740,NH-019,Sullivan County,New Hampshire,45,55.3,34.6,231.35,31167
1741,NJ-001,Atlantic County,New Jersey,56.1,65.6,46.5,260.93,31169
1742,NJ-003,Bergen County,New Jersey,54.1,63.3,44.9,257.95,31171
1743,NJ-005,Burlington County,New Jersey,55.9,66.1,45.8,261.33,31173
1744,NJ-007,Camden County,New Jersey,56.3,66.1,46.5,257.64,31175
1745,NJ-009,Cape May County,New Jersey,56.4,65.1,47.7,252.67,31177
1746,NJ-011,Cumberland County,New Jersey,56.2,65.6,46.9,245.42,31179
1747,NJ-013,Essex County,New Jersey,54.5,63.6,45.5,264.41,31181
1748,NJ-015,Gloucester County,New Jersey,56.4,65.8,46.9,252.89,31183
1749,NJ-017,Hudson County,New Jersey,55.9,64,47.7,262.83,31185
1750,NJ-019,Hunterdon County,New Jersey,52.8,62.9,42.7,267.12,32001
1751,NJ-021,Mercer County,New Jersey,54.8,65,44.6,257.9,32003
1752,NJ-023,Middlesex County,New Jersey,55.2,64.9,45.4,263.08,32005
1753,NJ-025,Monmouth County,New Jersey,55.3,65.1,45.6,267.11,32007
1754,NJ-027,Morris County,New Jersey,51.9,61.4,42.4,267.92,32009
1755,NJ-029,Ocean County,New Jersey,55.4,65.2,45.6,263.87,32011
1756,NJ-031,Passaic County,New Jersey,52,61.4,42.7,248.28,32013
1757,NJ-033,Salem County,New Jersey,56.3,65.5,47.1,242.15,32015
1758,NJ-035,Somerset County,New Jersey,54,64,43.9,264.2,32017
1759,NJ-037,Sussex County,New Jersey,50.1,60.2,40.1,252.67,32019
1760,NJ-039,Union County,New Jersey,55.1,64.1,46.1,261.88,32021
1761,NJ-041,Warren County,New Jersey,51.3,61.5,41.1,274.8,32023
1762,NM-001,Bernalillo County,New Mexico,55,69.8,40.3,46.28,32027
1763,NM-003,Catron County,New Mexico,50.2,66.4,34,61.69,32029
1764,NM-005,Chaves County,New Mexico,60.9,76.7,45.2,57.41,32031
1765,NM-006,Cibola County,New Mexico,50.2,66.3,34.1,49.54,32033
1766,NM-007,Colfax County,New Mexico,48.2,63.5,33,80.05,32510
1767,NM-009,Curry County,New Mexico,58.1,73,43.1,84.48,33001
1768,NM-011,De Baca County,New Mexico,59.8,75.6,44.1,63.98,33003
1769,NM-013,Dona Ana County,New Mexico,63.1,77.8,48.3,44.91,33005
1770,NM-015,Eddy County,New Mexico,63.2,77.9,48.5,56.65,33007
1771,NM-017,Grant County,New Mexico,57.8,72.7,43,67.86,33009
1772,NM-019,Guadalupe County,New Mexico,56.7,72.5,40.9,67.39,33011
1773,NM-021,Harding County,New Mexico,55.4,71.2,39.6,72.89,33013
1774,NM-023,Hidalgo County,New Mexico,61.6,77.6,45.7,56.23,33015
1775,NM-025,Lea County,New Mexico,61.5,76.9,46.2,58.81,33017
1776,NM-027,Lincoln County,New Mexico,56,71.1,40.9,61.2,33019
1777,NM-028,Los Alamos County,New Mexico,48.7,62.2,35.3,70.16,34001
1778,NM-029,Luna County,New Mexico,62.4,78.3,46.5,46.85,34003
1779,NM-031,McKinley County,New Mexico,50.6,66.2,34.9,45.36,34005
1780,NM-033,Mora County,New Mexico,49.5,64.8,34.1,86.78,34007
1781,NM-035,Otero County,New Mexico,59.1,73.3,44.9,60.41,34009
1782,NM-037,Quay County,New Mexico,58.5,73.7,43.3,75.56,34011
1783,NM-039,Rio Arriba County,New Mexico,47.2,61.9,32.5,68.8,34013
1784,NM-041,Roosevelt County,New Mexico,58.9,74.2,43.6,79.12,34015
1785,NM-043,Sandoval County,New Mexico,51.7,66.8,36.6,49,34017
1786,NM-045,San Juan County,New Mexico,53,68.1,37.9,33.81,34019
1787,NM-047,San Miguel County,New Mexico,54.2,69.4,39,76.13,34021
1788,NM-049,Santa Fe County,New Mexico,50.9,65.7,36,61.99,34023
1789,NM-051,Sierra County,New Mexico,59.2,74,44.3,50.33,34025
1790,NM-053,Socorro County,New Mexico,55.7,71,40.3,48.69,34027
1791,NM-055,Taos County,New Mexico,45,58.9,31,79.56,34029
1792,NM-057,Torrance County,New Mexico,52.5,68.2,36.8,58.78,34031
1793,NM-059,Union County,New Mexico,52.9,68.2,37.5,75.79,34033
1794,NM-061,Valencia County,New Mexico,56.8,72.4,41.3,40.43,34035
1795,NY-001,Albany County,New York,48.3,58.1,38.5,213.71,34037
1796,NY-003,Allegany County,New York,46.8,57,36.5,217.6,34039
1797,NY-005,Bronx County,New York,55.7,63.6,47.8,253.08,34041
1798,NY-007,Broome County,New York,47,56.9,37.2,246.05,35001
1799,NY-009,Cattaraugus County,New York,46.8,56.9,36.7,241.42,35003
1800,NY-011,Cayuga County,New York,47.5,56.4,38.5,222.11,35005
1801,NY-013,Chautauqua County,New York,48.2,57.3,39,237.33,35006
1802,NY-015,Chemung County,New York,47.9,57.9,37.9,210.39,35007
1803,NY-017,Chenango County,New York,45.9,55.7,36.2,245.66,35009
1804,NY-019,Clinton County,New York,43.9,53.6,34.2,185.43,35011
1805,NY-021,Columbia County,New York,49.4,59.2,39.5,224.8,35013
1806,NY-023,Cortland County,New York,45.5,55,36,241.09,35015
1807,NY-025,Delaware County,New York,45.4,55.4,35.4,249.9,35017
1808,NY-027,Dutchess County,New York,50.6,60.5,40.6,226.11,35019
1809,NY-029,Erie County,New York,48.5,57.7,39.4,222.64,35021
1810,NY-031,Essex County,New York,42,52.3,31.8,236.83,35023
1811,NY-033,Franklin County,New York,42.4,52.8,32,215.05,35025
1812,NY-035,Fulton County,New York,45.3,55.1,35.5,259.82,35027
1813,NY-037,Genesee County,New York,47.9,57,38.9,202.04,35028
1814,NY-039,Greene County,New York,46.9,56.8,36.9,234.73,35029
1815,NY-041,Hamilton County,New York,41.4,51.8,31,265.09,35031
1816,NY-043,Herkimer County,New York,43.3,53.6,33.1,264.03,35033
1817,NY-045,Jefferson County,New York,45.7,54.8,36.5,229.6,35035
1818,NY-047,Kings County,New York,56,63.7,48.4,259.96,35037
1819,NY-049,Lewis County,New York,43.3,53.2,33.4,251.66,35039
1820,NY-051,Livingston County,New York,48.4,57.8,39,194.1,35041
1821,NY-053,Madison County,New York,45.8,55.4,36.2,238.37,35043
1822,NY-055,Monroe County,New York,49,57.5,40.5,187.44,35045
1823,NY-057,Montgomery County,New York,47.3,57.4,37.2,224.38,35047
1824,NY-059,Nassau County,New York,54.9,63.1,46.8,241.22,35049
1825,NY-061,New York County,New York,56,63.8,48.2,260.34,35051
1826,NY-063,Niagara County,New York,49.1,57.1,41,184.64,35053
1827,NY-065,Oneida County,New York,45.7,55.6,35.8,254.33,35055
1828,NY-067,Onondaga County,New York,47.5,56.8,38.2,227.98,35057
1829,NY-069,Ontario County,New York,48.1,57.1,39,192.99,35059
1830,NY-071,Orange County,New York,50.5,60.1,40.9,240.62,35061
1831,NY-073,Orleans County,New York,48.5,56.9,40.2,187.79,36001
1832,NY-075,Oswego County,New York,47,56.2,37.8,234.69,36003
1833,NY-077,Otsego County,New York,45.1,55,35.3,248.06,36005
1834,NY-079,Putnam County,New York,51.2,60.5,41.8,235.16,36007
1835,NY-081,Queens County,New York,55.6,63.5,47.7,254,36009
1836,NY-083,Rensselaer County,New York,48.2,57.9,38.4,224.02,36011
1837,NY-085,Richmond County,New York,56,64.1,47.9,268.25,36013
1838,NY-087,Rockland County,New York,52.7,62,43.5,244.43,36015
1839,NY-089,St. Lawrence County,New York,44.1,54.2,33.9,203.29,36017
1840,NY-091,Saratoga County,New York,47.1,56.9,37.3,233.05,36019
1841,NY-093,Schenectady County,New York,48,57.7,38.2,213.11,36021
1842,NY-095,Schoharie County,New York,45.8,55.9,35.6,219.24,36023
1843,NY-097,Schuyler County,New York,47.4,56.9,37.9,199.84,36025
1844,NY-099,Seneca County,New York,48.3,57.4,39.2,195.27,36027
1845,NY-101,Steuben County,New York,47,57,37.1,203.91,36029
1846,NY-103,Suffolk County,New York,53.3,61.6,44.9,241.18,36031
1847,NY-105,Sullivan County,New York,47.4,57.4,37.5,268.64,36033
1848,NY-107,Tioga County,New York,47.4,57.3,37.4,228.18,36035
1849,NY-109,Tompkins County,New York,46.8,56.4,37.3,218.23,36037
1850,NY-111,Ulster County,New York,48.4,58.1,38.7,263.12,36039
1851,NY-113,Warren County,New York,44.2,54.3,34,237.04,36041
1852,NY-115,Washington County,New York,46.8,57.1,36.4,208.85,36043
1853,NY-117,Wayne County,New York,47.9,56.4,39.5,180.23,36045
1854,NY-119,Westchester County,New York,53.1,62.2,44,240.85,36047
1855,NY-121,Wyoming County,New York,46.8,56,37.6,219.79,36049
1856,NY-123,Yates County,New York,48,57.3,38.7,184.78,36051
1857,NC-001,Alamance County,North Carolina,59.9,70.9,48.9,253.6,36053
1858,NC-003,Alexander County,North Carolina,58.7,69.6,47.7,275.28,36055
1859,NC-005,Alleghany County,North Carolina,53.1,63,43.1,330.28,36057
1860,NC-007,Anson County,North Carolina,63.1,74,52.1,250.22,36059
1861,NC-009,Ashe County,North Carolina,51.7,62,41.5,320.69,36061
1862,NC-011,Avery County,North Carolina,51.2,60.4,42,323.7,36063
1863,NC-013,Beaufort County,North Carolina,63.2,73.1,53.4,278.68,36065
1864,NC-015,Bertie County,North Carolina,61.7,71.8,51.6,276.65,36067
1865,NC-017,Bladen County,North Carolina,63.5,74.3,52.8,273.71,36069
1866,NC-019,Brunswick County,North Carolina,64.5,74.4,54.6,301.94,36071
1867,NC-021,Buncombe County,North Carolina,55.1,65.5,44.8,295.53,36073
1868,NC-023,Burke County,North Carolina,58.6,69.8,47.4,302.67,36075
1869,NC-025,Cabarrus County,North Carolina,61.2,72.4,50.1,260.24,36077
1870,NC-027,Caldwell County,North Carolina,58.1,69.3,46.8,315.04,36079
1871,NC-029,Camden County,North Carolina,61.8,71.3,52.4,271.3,36081
1872,NC-031,Carteret County,North Carolina,64.6,73.7,55.4,316.64,36083
1873,NC-033,Caswell County,North Carolina,59.2,70.5,47.8,256.64,36085
1874,NC-035,Catawba County,North Carolina,59.8,70.8,48.8,269.95,36087
1875,NC-037,Chatham County,North Carolina,61,72,50,250.6,36089
1876,NC-039,Cherokee County,North Carolina,56.9,68.6,45.2,357.96,36091
1877,NC-041,Chowan County,North Carolina,62.3,71.9,52.8,281.05,36093
1878,NC-043,Clay County,North Carolina,55.9,67.1,44.7,370.38,36095
1879,NC-045,Cleveland County,North Carolina,60.2,72.1,48.3,249.28,36097
1880,NC-047,Columbus County,North Carolina,64,74.6,53.5,277.14,36099
1881,NC-049,Craven County,North Carolina,63.4,73.9,53,293.59,36101
1882,NC-051,Cumberland County,North Carolina,63.3,74.3,52.2,261.11,36103
1883,NC-053,Currituck County,North Carolina,62,70.3,53.7,266.54,36105
1884,NC-055,Dare County,North Carolina,63,70.9,55.2,261.79,36107
1885,NC-057,Davidson County,North Carolina,59.9,70.7,49.1,258.24,36109
1886,NC-059,Davie County,North Carolina,59.5,70.4,48.6,257.79,36111
1887,NC-061,Duplin County,North Carolina,62.7,73.7,51.8,292.03,36113
1888,NC-063,Durham County,North Carolina,60.3,71.8,48.8,259.97,36115
1889,NC-065,Edgecombe County,North Carolina,61.6,72.4,50.8,267.69,36117
1890,NC-067,Forsyth County,North Carolina,59.3,69.7,48.9,265.86,36119
1891,NC-069,Franklin County,North Carolina,60.7,72,49.4,265.8,36121
1892,NC-071,Gaston County,North Carolina,61.5,72.7,50.2,254.45,36123
1893,NC-073,Gates County,North Carolina,61.1,71.8,50.5,269.49,37001
1894,NC-075,Graham County,North Carolina,54.9,65.5,44.2,370.74,37003
1895,NC-077,Granville County,North Carolina,59.8,71.4,48.3,261.99,37005
1896,NC-079,Greene County,North Carolina,62.4,73.2,51.6,283.24,37007
1897,NC-081,Guilford County,North Carolina,59.6,70.2,49,266.3,37009
1898,NC-083,Halifax County,North Carolina,60.9,71.6,50.1,262.91,37011
1899,NC-085,Harnett County,North Carolina,62.4,73.5,51.4,259.79,37013
1900,NC-087,Haywood County,North Carolina,52,61.3,42.7,338.25,37015
1901,NC-089,Henderson County,North Carolina,56.2,66.1,46.2,348.32,37017
1902,NC-091,Hertford County,North Carolina,60.9,71.3,50.5,272.92,37019
1903,NC-093,Hoke County,North Carolina,63.2,74.2,52.1,259.57,37021
1904,NC-095,Hyde County,North Carolina,63.9,72.7,55.1,287.97,37023
1905,NC-097,Iredell County,North Carolina,59.6,70.5,48.7,269.96,37025
1906,NC-099,Jackson County,North Carolina,53.5,63.5,43.5,379.33,37027
1907,NC-101,Johnston County,North Carolina,62.3,73.2,51.4,277.57,37029
1908,NC-103,Jones County,North Carolina,63.1,74.1,52.1,293.01,37031
1909,NC-105,Lee County,North Carolina,61.8,72.7,50.9,249.37,37033
1910,NC-107,Lenoir County,North Carolina,62.5,73.5,51.6,285.13,37035
1911,NC-109,Lincoln County,North Carolina,60.5,71.7,49.4,257.94,37037
1912,NC-111,McDowell County,North Carolina,57.7,68.8,46.7,352.31,37039
1913,NC-113,Macon County,North Carolina,54.8,65.3,44.3,382.43,37041
1914,NC-115,Madison County,North Carolina,55.7,66,45.4,283.11,37043
1915,NC-117,Martin County,North Carolina,62.2,72.5,51.9,277.71,37045
1916,NC-119,Mecklenburg County,North Carolina,61.8,72.9,50.7,247.23,37047
1917,NC-121,Mitchell County,North Carolina,52.4,62.5,42.2,310.25,37049
1918,NC-123,Montgomery County,North Carolina,62.1,72.9,51.3,270.24,37051
1919,NC-125,Moore County,North Carolina,62.4,73.2,51.6,257.39,37053
1920,NC-127,Nash County,North Carolina,61.1,72.2,49.9,269.17,37055
1921,NC-129,New Hanover County,North Carolina,64.7,74.7,54.8,327.11,37057
1922,NC-131,Northampton County,North Carolina,60.6,71.2,50,266.8,37059
1923,NC-133,Onslow County,North Carolina,63.8,74.1,53.5,301.44,37061
1924,NC-135,Orange County,North Carolina,59.8,71,48.6,259.25,37063
1925,NC-137,Pamlico County,North Carolina,64,73.4,54.5,298.59,37065
1926,NC-139,Pasquotank County,North Carolina,62.1,71.6,52.5,275.36,37067
1927,NC-141,Pender County,North Carolina,63.9,74.2,53.4,310.48,37069
1928,NC-143,Perquimans County,North Carolina,62.2,71.9,52.4,279.58,37071
1929,NC-145,Person County,North Carolina,59.1,70.7,47.5,256.51,37073
1930,NC-147,Pitt County,North Carolina,62.6,73.1,52,281.18,37075
1931,NC-149,Polk County,North Carolina,59.7,70.7,48.8,332.13,37077
1932,NC-151,Randolph County,North Carolina,60.5,71.3,49.6,266.94,37079
1933,NC-153,Richmond County,North Carolina,63.3,74.2,52.5,256.42,37081
1934,NC-155,Robeson County,North Carolina,63.9,74.9,53,258.26,37083
1935,NC-157,Rockingham County,North Carolina,59.2,70,48.4,266.28,37085
1936,NC-159,Rowan County,North Carolina,60.2,71.2,49.1,250.3,37087
1937,NC-161,Rutherford County,North Carolina,59.9,71.4,48.5,287.01,37089
1938,NC-163,Sampson County,North Carolina,62.8,73.9,51.7,279.3,37091
1939,NC-165,Scotland County,North Carolina,63.7,74.7,52.7,250.12,37093
1940,NC-167,Stanly County,North Carolina,61.9,72.9,51,265.45,37095
1941,NC-169,Stokes County,North Carolina,58.7,68.9,48.5,276.41,37097
1942,NC-171,Surry County,North Carolina,57.8,68.6,46.9,298.21,37099
1943,NC-173,Swain County,North Carolina,52.9,62.7,43.1,370.77,37101
1944,NC-175,Transylvania County,North Carolina,55.2,64.9,45.6,418.93,37103
1945,NC-177,Tyrrell County,North Carolina,63.1,72.3,53.9,277.19,37105
1946,NC-179,Union County,North Carolina,62.3,73.4,51.2,229.81,37107
1947,NC-181,Vance County,North Carolina,60.1,71.6,48.6,266.03,37109
1948,NC-183,Wake County,North Carolina,61.2,72.2,50.3,266.2,37111
1949,NC-185,Warren County,North Carolina,60.4,71.7,49.1,262.94,37113
1950,NC-187,Washington County,North Carolina,62.7,72.6,52.8,282.54,37115
1951,NC-189,Watauga County,North Carolina,52,61.8,42.2,329.92,37117
1952,NC-191,Wayne County,North Carolina,62.6,73.4,51.7,284.25,37119
1953,NC-193,Wilkes County,North Carolina,57.9,68.8,47,306.67,37121
1954,NC-195,Wilson County,North Carolina,62,72.9,51.1,281.23,37123
1955,NC-197,Yadkin County,North Carolina,58.8,69.7,47.9,276.78,37125
1956,NC-199,Yancey County,North Carolina,52.2,62.3,42.1,331.41,37127
1957,ND-001,Adams County,North Dakota,42.7,55.8,29.7,69.51,37129
1958,ND-003,Barnes County,North Dakota,41,51.9,30.2,105.6,37131
1959,ND-005,Benson County,North Dakota,39.6,50.9,28.4,76.17,37133
1960,ND-007,Billings County,North Dakota,42.6,55.4,29.8,69.48,37135
1961,ND-009,Bottineau County,North Dakota,39.2,50.4,28,74.88,37137
1962,ND-011,Bowman County,North Dakota,43.1,56.1,30.1,72.87,37139
1963,ND-013,Burke County,North Dakota,38.6,50.5,26.8,73.78,37141
1964,ND-015,Burleigh County,North Dakota,41.7,53.2,30.2,82.48,37143
1965,ND-017,Cass County,North Dakota,41.4,52.3,30.5,105.96,37145
1966,ND-019,Cavalier County,North Dakota,37.9,48.6,27.2,84.79,37147
1967,ND-021,Dickey County,North Dakota,41.9,52.5,31.2,113.19,37149
1968,ND-023,Divide County,North Dakota,39.4,51.7,27.2,64.54,37151
1969,ND-025,Dunn County,North Dakota,42.1,54.5,29.7,76.07,37153
1970,ND-027,Eddy County,North Dakota,40,50.8,29.2,81.73,37155
1971,ND-029,Emmons County,North Dakota,42.2,53.7,30.7,87.19,37157
1972,ND-031,Foster County,North Dakota,40.2,51,29.3,84.46,37159
1973,ND-033,Golden Valley County,North Dakota,42.7,55.5,30,71.1,37161
1974,ND-035,Grand Forks County,North Dakota,40,50.7,29.3,104.13,37163
1975,ND-037,Grant County,North Dakota,42.6,55.1,30.1,79.37,37165
1976,ND-039,Griggs County,North Dakota,39.8,50.5,29.2,95.6,37167
1977,ND-041,Hettinger County,North Dakota,42.3,55.1,29.5,75.58,37169
